Customer_ID,Age,Gender,Annual_Income,Occupation,Card_Type,Credit_Limit,Card_Age_Months,Monthly_Spending,Monthly_Transactions,Avg_Transaction_Value,Online_Shopping_Spending,Grocery_Spending,Fuel_Spending,Dining_Spending,Travel_Spending,Entertainment_Spending,Utility_Bill_Spending,Outstanding_Balance,Statement_Balance,Payment_Amount,Payment_Ratio,Credit_Utilization,Cash_Advance_Amount,EMI_Count,International_Transactions,Reward_Points_Earned,Reward_Points_Redeemed,Mobile_App_Login,Credit_Score
CC100085,26,F,858257,Private Employee,Gold,310000.0,134,28834.2,54,510.24,4452.36,3913.39,7025.97,2866.29,3985.74,1086.31,5504.14,113030.36,140920.01,119782.01,0.85,0.37,42628.86,2,2,1159,475,11,660
CC100086,40,F,220293,Student,Basic,42000.0,27,8553.68,23,363.18,2037.29,1670.95,998.05,1053.42,901.29,412.22,1480.46,30817.15,37707.06,29788.58,0.79,0.74,5771.94,0,0,172,0,16,541
CC100087,43,F,689328,Private Employee,Silver,187000.0,21,33465.05,62,562.22,2892.92,5285.9,6051.12,2137.86,3207.55,3818.13,10071.57,61448.45,86560.48,48473.87,0.56,0.33,17186.8,2,0,1022,182,14,570
CC100088,51,F,1815831,Government Employee,Platinum,934000.0,15,114039.41,123,889.99,20282.98,19535.47,3579.57,11572.65,6673.36,17201.25,35194.13,528547.87,625148.1,600142.18,0.96,0.56,149797.28,2,5,6854,4866,35,655
CC100089,31,F,377001,Retired,Basic,65000.0,11,14543.45,21,683.11,2376.75,4131.27,2539.33,2036.72,217.55,472.95,2768.87,30223.42,41406.94,39750.66,0.96,0.46,0.0,0,1,291,77,14,654
CC100090,22,M,1301565,Government Employee,Gold,528000.0,39,56973.5,95,576.32,6245.06,18441.76,4378.77,9864.54,3527.32,8797.83,5718.2,162974.06,212423.78,129578.51,0.61,0.31,0.0,2,4,2282,1331,23,611
CC100091,36,M,1021684,Private Employee,Gold,387000.0,16,64185.62,81,777.8,23345.22,11468.61,9589.28,9141.58,646.29,1637.65,8357.0,283119.63,339314.21,206981.67,0.61,0.73,0.0,3,1,2529,0,24,517
CC100092,41,F,147141,Student,Basic,28000.0,54,7747.38,28,287.1,1016.6,547.9,139.32,2580.89,454.09,924.28,2084.3,17154.83,24653.28,23420.62,0.95,0.6,0.0,0,0,157,0,9,656
CC100093,43,F,1667568,Private Employee,Gold,614000.0,66,63588.92,122,496.22,6399.28,7493.45,14503.51,13944.61,6535.58,2163.42,12549.07,352001.49,401951.18,341658.5,0.85,0.56,0.0,3,5,2495,1009,27,611
CC100094,47,F,220707,Student,Basic,39000.0,45,6848.04,16,406.88,535.99,1589.74,1116.94,1521.11,664.23,812.42,607.61,17153.67,23681.75,13498.6,0.57,0.43,0.0,0,0,134,38,15,606
CC100095,26,M,1586299,Private Employee,Gold,575000.0,42,73491.41,118,639.69,5246.82,16506.56,9305.21,17249.17,5156.1,1607.07,18420.48,104408.75,175132.56,108582.19,0.62,0.18,0.0,2,0,2969,413,40,664
CC100096,40,M,1731102,Private Employee,Gold,698000.0,58,120093.03,118,995.69,12897.4,20251.17,3452.03,37975.72,2528.21,9521.54,33466.96,321246.35,440737.26,356997.18,0.81,0.47,56364.58,5,2,4824,2511,59,632
CC100097,26,F,1707948,Private Employee,Gold,620000.0,89,64689.4,152,433.11,8239.57,10567.74,7303.25,23951.4,3587.37,1568.44,9471.62,143004.83,207185.94,157461.31,0.76,0.23,107607.13,3,0,2588,364,34,659
CC100098,18,M,299789,Student,Basic,54000.0,76,9263.38,43,207.6,2363.09,1038.7,2012.17,579.95,679.33,1486.5,1103.65,18165.78,27327.97,4099.2,0.15,0.33,10640.83,0,0,186,26,9,507
CC100099,19,M,628014,Private Employee,Silver,192000.0,36,25706.83,35,707.93,2961.36,6388.12,5102.84,2686.34,289.76,4946.03,3332.37,96507.13,115593.9,62420.71,0.54,0.5,23462.1,2,3,784,143,20,547
CC100100,21,M,1033064,Retired,Gold,395000.0,36,65113.59,138,452.15,2608.11,15906.4,10642.12,10447.13,10963.36,8841.56,5704.92,84769.5,132616.85,94157.96,0.71,0.22,0.0,3,0,2610,552,31,649
CC100101,38,M,483875,Private Employee,Basic,92000.0,25,24517.55,57,427.09,6585.12,6127.09,1838.25,3085.44,4887.98,928.52,1065.15,41301.66,61176.21,58729.16,0.96,0.45,0.0,0,0,481,0,24,689
CC100102,33,M,652114,Private Employee,Silver,172000.0,58,26310.26,52,483.46,6701.76,3949.52,1423.79,8851.0,1400.22,2410.65,1573.31,117026.6,139289.92,50144.37,0.36,0.69,20303.28,1,0,784,462,29,494
CC100103,34,F,1464564,Self-Employed,Gold,555000.0,38,70231.54,135,505.92,1903.46,19347.76,1585.29,7274.1,1910.88,20243.44,17966.61,61188.88,122897.63,108149.91,0.88,0.11,0.0,3,1,2821,722,59,718
CC100104,47,M,1617395,Private Employee,Platinum,963000.0,99,124979.06,118,1059.2,19391.32,39552.16,2853.45,9361.94,23469.88,26012.26,4338.04,794969.06,886505.04,877639.99,0.99,0.85,94778.1,4,3,7620,0,38,603
CC100105,27,F,986282,Private Employee,Gold,421000.0,48,35390.84,65,558.07,8452.98,744.57,11494.82,6836.46,1571.53,3330.81,2959.68,304616.85,338994.71,328824.87,0.97,0.73,38647.57,3,0,1402,0,30,623
CC100106,30,M,1501088,Private Employee,Gold,592000.0,27,89375.11,111,793.23,10414.64,28145.13,26829.85,8009.06,1118.94,7237.31,7620.19,106848.03,185210.2,70379.88,0.38,0.18,0.0,3,0,3561,1178,43,584
CC100107,40,M,6499802,Business Owner,Platinum,3627000.0,35,298000.46,140,2042.46,33304.77,45218.54,61999.4,81162.73,29005.25,11769.97,35539.82,1346330.14,1606906.08,466002.76,0.29,0.38,0.0,5,3,17662,7223,43,521
CC100108,32,M,472848,Self-Employed,Silver,129000.0,85,10159.42,18,576.5,1136.08,899.66,2941.72,218.28,1553.26,1417.73,1992.69,14428.25,23253.54,21393.26,0.92,0.11,16326.66,1,0,303,106,8,715
CC100109,22,F,877339,Retired,Gold,383000.0,26,42871.74,56,785.73,11023.21,12468.53,5797.69,3953.79,1160.73,2566.18,5901.61,116432.82,154603.94,132959.39,0.86,0.3,0.0,2,0,1735,0,26,662
CC100110,34,M,395632,Private Employee,Basic,71000.0,117,16217.09,43,366.18,2265.8,1687.8,3481.88,3611.41,2130.61,1778.08,1261.51,40860.02,55307.42,50329.75,0.91,0.56,0.0,0,0,327,202,21,657
CC100111,23,M,2073897,Self-Employed,Gold,807000.0,29,86644.59,80,1106.7,8088.82,17470.34,25917.63,14062.24,11673.12,1692.02,7740.42,269118.61,342825.35,198838.7,0.58,0.34,83566.08,3,0,3443,0,49,601
CC100112,62,F,1250733,Private Employee,Silver,371000.0,93,50838.17,43,1208.72,9537.16,23586.01,2392.96,507.11,582.02,4073.71,10159.2,79445.64,121278.28,97022.62,0.8,0.21,29276.2,3,0,1495,0,43,674
CC100113,52,M,1942508,Government Employee,Gold,759000.0,126,107535.27,83,1313.25,9176.09,16858.2,8319.2,12232.55,3925.84,2505.63,54517.75,191158.12,269906.39,145749.45,0.54,0.25,0.0,4,0,4259,3037,60,626
CC100114,41,F,1738869,Private Employee,Gold,677000.0,52,71708.05,85,810.17,14006.93,16795.59,11537.95,5513.57,421.39,10709.47,12723.14,168779.86,221095.68,207829.94,0.94,0.25,0.0,3,1,2848,552,59,705
CC100115,49,F,4825064,Business Owner,Platinum,2452000.0,54,296946.58,115,2634.28,69162.8,65843.0,24848.83,87048.62,11111.35,19260.23,19671.76,1109611.23,1364739.19,177416.09,0.13,0.44,0.0,5,8,17831,3021,41,489
